TLID	FEDIRP	FENAME	FETYPE	FEDIRS	FRADDL	TOADDL	FRADDR	TOADDR	coords
184644944	N	Bilar	St		3400.0	3448.0	3401.0	3449.0	[[24.879364000000024, 36.075919999999996], [24.878464000000022, 36.075919999999996]]
184644945	N	Taxiarchon	Ave		3400.0	3498.0	3401.0	3499.0	[[24.876164000000017, 36.07332], [24.876164000000017, 36.07422]]
184644946	N	Barwyn	St		3500.0	3598.0	3501.0	3599.0	[[24.877764000000013, 36.07392], [24.876164000000017, 36.07422]]
184644947	N	Taxiarchon	Ave		3300.0	3398.0	3307.0	3399.0	[[24.87626400000002, 36.07242], [24.876164000000017, 36.07332]]
184644949	N	Barwyn	St		3400.0	3498.0	3403.0	3499.0	[[24.879464000000013, 36.07392], [24.877764000000013, 36.07392]]
184644950	N	Profitou Ilia	Ave		3400.0	3498.0	3401.0	3499.0	[[24.877664000000024, 36.07302], [24.877864000000017, 36.07352], [24.877764000000013, 36.07392]]
184644951	N	Profitou Ilia	Ave		3316.0	3398.0	3301.0	3399.0	[[24.877764000000013, 36.07272], [24.877664000000024, 36.07302]]
184644952	N	Barabla	St		3400.0	3498.0	3401.0	3499.0	[[24.878564000000026, 36.07302], [24.877664000000024, 36.07302]]
184644953	N	Utanfor	St		3600.0	3698.0	3601.0	3699.0	[[24.879364000000024, 36.07522], [24.879364000000024, 36.075919999999996]]
184644954	N	Berlau	St		3400.0	3498.0	3401.0	3499.0	[[24.879364000000024, 36.07522], [24.877664000000024, 36.07512]]
184644955	N	Berlau	St		3300.0	3398.0	3301.0	3399.0	[[24.880864000000017, 36.07512], [24.879364000000024, 36.07522]]
184644956	N	Utanfor	St		3500.0	3598.0	3501.0	3599.0	[[24.879464000000013, 36.07392], [24.879364000000024, 36.07522]]
184644957	N	Mattadou	St		3500.0	3548.0	3501.0	3549.0	[[24.881264000000016, 36.07362], [24.881185000000016, 36.073918]]
184644961	N	Barwyn	St		3300.0	3398.0	3301.0	3401.0	[[24.880264000000025, 36.07392], [24.879464000000013, 36.07392]]
184644963	N	Mattadou	St		3550.0	3598.0	3551.0	3599.0	[[24.881185000000016, 36.073918], [24.880864000000017, 36.07512]]
184644967	N	Taxiarchon	Ave		3000.0	3018.0	3001.0	3015.0	[[24.876184000000023, 36.069264], [24.87626400000002, 36.06972]]
184644968	N	Aveny	St		3600.0	3698.0	3601.0	3699.0	[[24.876184000000023, 36.069264], [24.874664000000024, 36.06922]]
184644970	N	Taxiarchon	Ave		2900.0	2998.0	2901.0	2999.0	[[24.87626400000002, 36.06832], [24.876184000000023, 36.069264]]
184644971	N	Profitou Ilia	Ave		3000.0	3098.0	3001.0	3099.0	[[24.877864000000017, 36.06912], [24.877664000000024, 36.069919999999996]]
184644972	N	Profitou Ilia	Ave		2900.0	2998.0	2901.0	2999.0	[[24.877864000000017, 36.06822], [24.877864000000017, 36.06912]]
184644973	N	Aveny	St		3400.0	3498.0	3401.0	3499.0	[[24.879564000000016, 36.06912], [24.877864000000017, 36.06912]]
184644974	N	Taxiarchon	Ave		2800.0	2898.0	2817.0	2899.0	[[24.876308000000023, 36.067321], [24.87626400000002, 36.06832]]
184644976	N	Taxiarchon	Ave		2700.0	2798.0	2717.0	2799.0	[[24.876364000000024, 36.06642], [24.876308000000023, 36.067321]]
184644978	N	Taxiarchon	Ave		2600.0	2698.0	2623.0	2699.0	[[24.876390000000015, 36.065517], [24.876364000000024, 36.06642]]
184644979	N	Arkadiou	St		3600.0	3698.0	3601.0	3699.0	[[24.876390000000015, 36.065517], [24.874684000000016, 36.065494]]
184644981	N	Taxiarchon	Ave		2500.0	2598.0	2501.0	2599.0	[[24.876364000000024, 36.06452], [24.876390000000015, 36.065517]]
184644982	N	Profitou Ilia	Ave		2800.0	2898.0	2801.0	2899.0	[[24.877883000000026, 36.067293], [24.877864000000017, 36.06822]]
184644983	N	Asiant	St		3400.0	3498.0	3401.0	3499.0	[[24.879464000000013, 36.06822], [24.877864000000017, 36.06822]]
184644984	N	Profitou Ilia	Ave		2700.0	2798.0	2701.0	2799.0	[[24.87796400000002, 36.06642], [24.877883000000026, 36.067293]]
184644985	N	Profitou Ilia	Ave		2600.0	2698.0	2601.0	2699.0	[[24.877938000000015, 36.065517], [24.87796400000002, 36.06642]]
184644986	N	Arkadou	St		3400.0	3498.0	3401.0	3499.0	[[24.879464000000013, 36.06642], [24.87796400000002, 36.06642]]
184644987	N	Profitou Ilia	Ave		2500.0	2598.0	2501.0	2599.0	[[24.877764000000013, 36.06452], [24.877938000000015, 36.065517]]
184644988	N	Averof	St		3400.0	3498.0	3401.0	3499.0	[[24.879564000000016, 36.07012], [24.879064000000014, 36.07012]]
184644989	N	Utanfor	St		3000.0	3108.0	3001.0	3099.0	[[24.879564000000016, 36.06912], [24.879564000000016, 36.07012]]
184644990	N	Averof	St		3300.0	3398.0	3301.0	3399.0	[[24.880864000000017, 36.07002], [24.879564000000016, 36.07012]]
184644991	N	Utanfor	St		2900.0	2998.0	2901.0	2999.0	[[24.879464000000013, 36.06822], [24.879564000000016, 36.06912]]
184644993	N	Avionos	St		3200.0	3298.0	3201.0	3299.0	[[24.88266400000002, 36.07112], [24.88096400000002, 36.07112]]
184644994	N	Mattadou	St		3000.0	3098.0	3001.0	3099.0	[[24.880864000000017, 36.06922], [24.880864000000017, 36.07002]]
184644995	N	Averof	St		3200.0	3298.0	3201.0	3299.0	[[24.882564000000016, 36.07002], [24.880864000000017, 36.07002]]
184644996	N	Aveny	St		3300.0	3398.0	3301.0	3399.0	[[24.880864000000017, 36.06922], [24.879564000000016, 36.06912]]
184644997	N	Mattadou	St		2900.0	2998.0	2901.0	2999.0	[[24.88096400000002, 36.06822], [24.880864000000017, 36.06922]]
184644998	N	Aveny	St		3200.0	3298.0	3201.0	3299.0	[[24.882564000000016, 36.06922], [24.880864000000017, 36.06922]]
184644999	N	Utanfor	St		2800.0	2898.0	2801.0	2899.0	[[24.879470000000026, 36.067274], [24.879464000000013, 36.06822]]
184645000	N	Asiant	St		3300.0	3398.0	3301.0	3399.0	[[24.88096400000002, 36.06822], [24.879464000000013, 36.06822]]
184645001	N	Artakis	St		3400.0	3498.0	3401.0	3499.0	[[24.879470000000026, 36.067274], [24.877883000000026, 36.067293]]
184645002	N	Utanfor	St		2700.0	2798.0	2701.0	2799.0	[[24.879464000000013, 36.06642], [24.879470000000026, 36.067274]]
184645003	N	Artakis	St		3300.0	3398.0	3301.0	3399.0	[[24.880974000000023, 36.067244], [24.879470000000026, 36.067274]]
184645004	N	Utanfor	St		2600.0	2698.0	2603.0	2699.0	[[24.879564000000016, 36.06552], [24.879464000000013, 36.06642]]
184645005	N	Arkadou	St		3300.0	3398.0	3301.0	3399.0	[[24.88096400000002, 36.06642], [24.879464000000013, 36.06642]]
184645006	N	Arkadiou	St		3400.0	3498.0	3401.0	3499.0	[[24.879564000000016, 36.06552], [24.877938000000015, 36.065517]]
184645007	N	Arkadiou	St		3300.0	3398.0	3301.0	3399.0	[[24.880945000000025, 36.065515], [24.879564000000016, 36.06552]]
184645008	N	Utanfor	St		2500.0	2598.0	2501.0	2599.0	[[24.87953400000002, 36.064537], [24.879564000000016, 36.06552]]
184645009	N	Mattadou	St		2800.0	2898.0	2801.0	2899.0	[[24.880974000000023, 36.067244], [24.88096400000002, 36.06822]]
184645010	N	Asiant	St		3200.0	3298.0	3201.0	3299.0	[[24.88266400000002, 36.06822], [24.88096400000002, 36.06822]]
184645011	N	Mattadou	St		2700.0	2798.0	2701.0	2799.0	[[24.88096400000002, 36.06642], [24.880974000000023, 36.067244]]
184645012	N	Mattadou	St		2600.0	2698.0	2601.0	2699.0	[[24.880945000000025, 36.065515], [24.88096400000002, 36.06642]]
184645013	N	Arkadou	St		3200.0	3298.0	3201.0	3299.0	[[24.882566000000025, 36.066414], [24.88096400000002, 36.06642]]
184645014	N	Mattadou	St		2500.0	2598.0	2501.0	2599.0	[[24.88096400000002, 36.06452], [24.880945000000025, 36.065515]]
184645021		Exadakitiou	Way						[[24.881694000000024, 36.07467], [24.882075000000015, 36.074956]]
184645023	N	Bairn	St		3200.0	3298.0	3201.0	3299.0	[[24.88266400000002, 36.07212], [24.881964000000025, 36.07202]]
184645024	N	Bairn	St		3100.0	3198.0	3101.0	3199.0	[[24.884064000000023, 36.07202], [24.88266400000002, 36.07212]]
184645025	N	Evzonon	St		3200.0	3304.0	3201.0	3299.0	[[24.88266400000002, 36.07112], [24.88266400000002, 36.07212]]
184645027	N	Gounaraki	St		3300.0	3398.0	3301.0	3399.0	[[24.884064000000023, 36.07202], [24.88396400000002, 36.072919999999996]]
184645028	N	Bairn	St		2900.0	3098.0	3001.0	3099.0	[[24.885564000000016, 36.07202], [24.884064000000023, 36.07202]]
184645029	N	Gounaraki	St		3200.0	3298.0	3201.0	3299.0	[[24.884064000000023, 36.07112], [24.884064000000023, 36.07202]]
184645033	N	Lumen	St		3300.0	3398.0	3301.0	3399.0	[[24.885564000000016, 36.07202], [24.885464000000013, 36.07252]]
184645036	N	Evzonon	St		3100.0	3198.0	3101.0	3199.0	[[24.882564000000016, 36.07002], [24.88266400000002, 36.07112]]
184645037	N	Avionos	St		3100.0	3198.0	3101.0	3199.0	[[24.884064000000023, 36.07112], [24.88266400000002, 36.07112]]
184645038	N	Evzonon	St		3000.0	3098.0	3001.0	3099.0	[[24.882564000000016, 36.06922], [24.882564000000016, 36.07002]]
184645039	N	Aveny	St		3100.0	3198.0	3101.0	3199.0	[[24.884164000000013, 36.06922], [24.882564000000016, 36.06922]]
184645040	N	Evzonon	St		2900.0	2998.0	2901.0	2999.0	[[24.88266400000002, 36.06822], [24.882564000000016, 36.06922]]
184645041	N	Gounaraki	St		3100.0	3198.0	3101.0	3199.0	[[24.884164000000013, 36.07012], [24.884064000000023, 36.07112]]
184645043	N	Averof	St		3100.0	3198.0	3101.0	3199.0	[[24.884164000000013, 36.07012], [24.882564000000016, 36.07002]]
184645044	N	Gounaraki	St		3000.0	3098.0	3001.0	3099.0	[[24.884164000000013, 36.06922], [24.884164000000013, 36.07012]]
184645045	N	Averof	St		3000.0	3098.0	3001.0	3099.0	[[24.885864000000012, 36.07012], [24.884164000000013, 36.07012]]
184645046	N	Gounaraki	St		2900.0	2998.0	2901.0	2999.0	[[24.884264000000016, 36.06822], [24.884164000000013, 36.06922]]
184645047	N	Aveny	St		3000.0	3098.0	3001.0	3099.0	[[24.885864000000012, 36.06912], [24.884164000000013, 36.06922]]
184645048	N	Evzonon	St		2800.0	2898.0	2801.0	2899.0	[[24.882611000000026, 36.067244], [24.88266400000002, 36.06822]]
184645049	N	Asiant	St		3100.0	3198.0	3101.0	3199.0	[[24.884264000000016, 36.06822], [24.88266400000002, 36.06822]]
184645050	N	Artakis	St		3200.0	3298.0	3201.0	3299.0	[[24.882611000000026, 36.067244], [24.880974000000023, 36.067244]]
184645051	N	Evzonon	St		2700.0	2798.0	2701.0	2799.0	[[24.882566000000025, 36.066414], [24.882611000000026, 36.067244]]
184645052	N	Artakis	St		3100.0	3198.0	3101.0	3199.0	[[24.884264000000016, 36.06722], [24.882611000000026, 36.067244]]
184645053	N	Evzonon	St		2600.0	2698.0	2601.0	2699.0	[[24.882564000000016, 36.06552], [24.882566000000025, 36.066414]]
184645054	N	Arkadiou	St		3200.0	3298.0	3201.0	3299.0	[[24.882564000000016, 36.06552], [24.880945000000025, 36.065515]]
184645055	N	Arkadiou	St		3100.0	3198.0	3101.0	3199.0	[[24.884232000000026, 36.065535], [24.882564000000016, 36.06552]]
184645056	N	Evzonon	St		2500.0	2598.0	2501.0	2599.0	[[24.882537000000013, 36.064535], [24.882564000000016, 36.06552]]
184645057	N	Gounaraki	St		2800.0	2898.0	2801.0	2899.0	[[24.884264000000016, 36.06722], [24.884264000000016, 36.06822]]
184645058	N	Asiant	St		3000.0	3098.0	3001.0	3099.0	[[24.885864000000012, 36.06822], [24.884264000000016, 36.06822]]
184645059	N	Gounaraki	St		2700.0	2798.0	2701.0	2799.0	[[24.884277000000026, 36.066434], [24.884264000000016, 36.06722]]
184645060	N	Artakis	St		3000.0	3098.0	3001.0	3099.0	[[24.885864000000012, 36.06722], [24.884264000000016, 36.06722]]
184645061	N	Arkadou	St		3100.0	3198.0	3101.0	3199.0	[[24.884277000000026, 36.066434], [24.882566000000025, 36.066414]]
184645062	N	Gounaraki	St		2600.0	2698.0	2601.0	2699.0	[[24.884232000000026, 36.065535], [24.884277000000026, 36.066434]]
184645063	N	Arkadou	St		3000.0	3098.0	3001.0	3099.0	[[24.885869000000014, 36.066414], [24.884277000000026, 36.066434]]
184645064	N	Arkadiou	St		3000.0	3098.0	3001.0	3099.0	[[24.885865000000024, 36.065521], [24.884232000000026, 36.065535]]
184645065	N	Gounaraki	St		2500.0	2598.0	2501.0	2599.0	[[24.884203000000014, 36.064515], [24.884232000000026, 36.065535]]
184645066	N	Lumen	St		3100.0	3148.0	3101.0	3149.0	[[24.885864000000012, 36.07012], [24.885764000000023, 36.07062]]
184645068	N	Averof	St		2900.0	2998.0	2901.0	2999.0	[[24.887264000000016, 36.07012], [24.885864000000012, 36.07012]]
184645069	N	Aveny	St		2800.0	2898.0			[[24.88736400000002, 36.069121], [24.887264000000016, 36.06912]]
184645070	N	Lumen	St		2900.0	2998.0	2901.0	2999.0	[[24.885864000000012, 36.06822], [24.885864000000012, 36.06912]]
184645071	N	Pluma	St		3000.0	3116.0	3001.0	3199.0	[[24.88736400000002, 36.069121], [24.887264000000016, 36.07012]]
184645072	N	Averof	St		2700.0	2898.0	2701.0	2899.0	[[24.88906400000002, 36.070121], [24.887264000000016, 36.07012]]
184645073	N	Pluma	St		2900.0	2998.0	2901.0	2999.0	[[24.88736400000002, 36.068221], [24.887264000000016, 36.068621]]
184645074	N	Lumen	St		2800.0	2898.0	2801.0	2899.0	[[24.885864000000012, 36.06722], [24.885864000000012, 36.06822]]
184645075	N	Asiant	St		2900.0	2998.0	2901.0	2999.0	[[24.88736400000002, 36.068221], [24.885864000000012, 36.06822]]
184645076	N	Lumen	St		2700.0	2798.0	2701.0	2799.0	[[24.885869000000014, 36.066414], [24.885864000000012, 36.06722]]
184645077	N	Artakis	St		2300.0	2998.0	2301.0	2999.0	[[24.887365000000017, 36.067220999999996], [24.885864000000012, 36.06722]]
184645078	N	Lumen	St		2600.0	2698.0	2601.0	2699.0	[[24.885865000000024, 36.065521], [24.885869000000014, 36.066414]]
184645079	N	Lumen	St		2500.0	2598.0	2501.0	2599.0	[[24.885854000000023, 36.064575], [24.885865000000024, 36.065521]]
184645080	N	Asiant	St		2700.0	2898.0	2701.0	2899.0	[[24.88876500000002, 36.068221], [24.88736400000002, 36.068221]]
184645081	N	Arkadou	St		2314.0	2998.0	2301.0	2999.0	[[24.887365000000017, 36.066421], [24.885869000000014, 36.066414]]
184645084	N	Taxiarchon	Ave		2400.0	2498.0	2421.0	2499.0	[[24.876417000000018, 36.063677], [24.876364000000024, 36.06452]]
184645086	N	Antoniadou	St		3600.0	3698.0	3601.0	3699.0	[[24.876417000000018, 36.063677], [24.874764000000013, 36.06362]]
184645087	N	Taxiarchon	Ave		2200.0	2398.0	2223.0	2399.0	[[24.876424000000014, 36.062751999999996], [24.876417000000018, 36.063677]]
184645089	N	Anntigonou	St		3600.0	3698.0	3601.0	3699.0	[[24.876424000000014, 36.062751999999996], [24.874674000000013, 36.062864]]
184645091	N	Taxiarchon	Ave		2100.0	2198.0	2101.0	2199.0	[[24.876356000000015, 36.061991], [24.876424000000014, 36.062751999999996]]
184645092	N	Profitou Ilia	Ave		2400.0	2498.0	2401.0	2499.0	[[24.877725000000012, 36.063626], [24.877764000000013, 36.06452]]
184645093	N	Profitou Ilia	Ave		2200.0	2398.0	2201.0	2399.0	[[24.877764000000013, 36.06272], [24.877725000000012, 36.063626]]
184645094	N	Antoniadou	St		3400.0	3498.0	3401.0	3499.0	[[24.87950000000002, 36.063605], [24.877725000000012, 36.063626]]
184645095	N	Profitou Ilia	Ave		2100.0	2198.0	2101.0	2199.0	[[24.877664000000024, 36.06202], [24.877764000000013, 36.06272]]
184645096	N	Anntigonou	St		3400.0	3498.0	3401.0	3499.0	[[24.879464000000013, 36.06272], [24.877764000000013, 36.06272]]
184645098	N	Profitou Ilia	Ave		1900.0	2098.0	1901.0	2099.0	[[24.87756400000002, 36.06122], [24.877664000000024, 36.06202]]
184645099	N	Androutsou	St		3400.0	3498.0	3401.0	3499.0	[[24.87926400000002, 36.06202], [24.877664000000024, 36.06202]]
184645100	N	Taxiarchon	Ave		1900.0	2098.0	1921.0	2099.0	[[24.876164000000017, 36.06122], [24.876356000000015, 36.061991]]
184645101	N	Taxiarchon	Ave		1800.0	1898.0	1821.0	1899.0	[[24.876164000000017, 36.06032], [24.876164000000017, 36.06122]]
184645103	N	Taxiarchon	Ave		1600.0	1798.0	1681.0	1799.0	[[24.876164000000017, 36.05942], [24.876164000000017, 36.06032]]
184645105	N	Taxiarchon	Ave		1522.0	1598.0	1565.0	1679.0	[[24.876164000000017, 36.05852], [24.876164000000017, 36.05942]]
184645106	N	Profitou Ilia	Ave		1800.0	1898.0	1801.0	1899.0	[[24.87756400000002, 36.06032], [24.87756400000002, 36.06122]]
184645107	N	Amfitris	St		3400.0	3498.0	3401.0	3499.0	[[24.87926400000002, 36.06122], [24.87756400000002, 36.06122]]
184645108	N	Alm	St		3400.0	3498.0	3401.0	3499.0	[[24.87926400000002, 36.06032], [24.87756400000002, 36.06032]]
184645109	N	Arbete	St		3400.0	3498.0	3401.0	3499.0	[[24.87953400000002, 36.064537], [24.877764000000013, 36.06452]]
184645110	N	Utanfor	St		2400.0	2498.0	2401.0	2499.0	[[24.87950000000002, 36.063605], [24.87953400000002, 36.064537]]
184645111	N	Arbete	St		3300.0	3398.0	3301.0	3399.0	[[24.88096400000002, 36.06452], [24.87953400000002, 36.064537]]
184645112	N	Utanfor	St		2200.0	2398.0	2201.0	2399.0	[[24.879464000000013, 36.06272], [24.87950000000002, 36.063605]]
184645113	N	Antoniadou	St		3300.0	3398.0	3301.0	3399.0	[[24.88096400000002, 36.06362], [24.87950000000002, 36.063605]]
184645114	N	Utanfor	St		2100.0	2198.0	2101.0	2199.0	[[24.87926400000002, 36.06202], [24.879464000000013, 36.06272]]
184645115	N	Anntigonou	St		3300.0	3398.0	3301.0	3399.0	[[24.88096400000002, 36.06272], [24.879464000000013, 36.06272]]
184645116	N	Androutsou	St		3300.0	3398.0	3301.0	3399.0	[[24.88096400000002, 36.06202], [24.87926400000002, 36.06202]]
184645117	N	Utanfor	St		1900.0	2098.0	1901.0	2099.0	[[24.87926400000002, 36.06122], [24.87926400000002, 36.06202]]
184645118	N	Mattadou	St		2400.0	2498.0	2401.0	2499.0	[[24.88096400000002, 36.06362], [24.88096400000002, 36.06452]]
184645119	N	Mattadou	St		2200.0	2398.0	2201.0	2399.0	[[24.88096400000002, 36.06272], [24.88096400000002, 36.06362]]
184645120	N	Antoniadou	St		3200.0	3298.0	3201.0	3299.0	[[24.882564000000016, 36.06362], [24.88096400000002, 36.06362]]
184645121	N	Mattadou	St		2100.0	2198.0	2101.0	2199.0	[[24.88096400000002, 36.06202], [24.88096400000002, 36.06272]]
184645122	N	Anntigonou	St		3200.0	3298.0	3201.0	3299.0	[[24.881564000000026, 36.06272], [24.88096400000002, 36.06272]]
184645123	N	Mattadou	St		2000.0	2098.0	2001.0	2099.0	[[24.880864000000017, 36.06152], [24.88096400000002, 36.06202]]
184645124	N	Utanfor	St		1800.0	1898.0	1801.0	1899.0	[[24.87926400000002, 36.06032], [24.87926400000002, 36.06122]]
184645125	N	Amfitris	St		3300.0	3398.0	3301.0	3399.0	[[24.880764000000013, 36.06122], [24.87926400000002, 36.06122]]
184645126	N	Alm	St		3300.0	3398.0	3301.0	3399.0	[[24.880765000000025, 36.06032], [24.87926400000002, 36.06032]]
184645127	N	Mattadou	St		1844.0	1898.0	1901.0	1945.0	[[24.880726000000024, 36.060688], [24.880764000000013, 36.06122]]
184645128	N	Mattadou	St		1900.0	1998.0	1947.0	1999.0	[[24.880764000000013, 36.06122], [24.880864000000017, 36.06152]]
184645129	N	Amisou	St		3200.0	3298.0	3201.0	3299.0	[[24.88248900000002, 36.061526], [24.880864000000017, 36.06152]]
184645130	N	Mattadou	St		1800.0	1842.0	1801.0	1899.0	[[24.880765000000025, 36.06032], [24.880726000000024, 36.060688]]
184645131	N	Amfitris	St		3200.0	3298.0	3201.0	3299.0	[[24.882465000000025, 36.06062], [24.880726000000024, 36.060688]]
184645132	N	Mattadou	St		1290.0	1798.0	1701.0	1799.0	[[24.880865000000014, 36.05992], [24.880765000000025, 36.06032]]
184645133	N	Mattadou	St		1278.0	1288.0	1601.0	1699.0	[[24.880865000000014, 36.05942], [24.880865000000014, 36.05992]]
184645134	N	Alfiou	St		3200.0	3298.0	3201.0	3299.0	[[24.882426000000024, 36.059948], [24.880865000000014, 36.05992]]
184645135	N	Mattadou	St		1256.0	1276.0	1501.0	1599.0	[[24.880865000000014, 36.05852], [24.880865000000014, 36.05942]]
184645137	N	Taxiarchon	Ave		1400.0	1498.0	1449.0	1563.0	[[24.876149000000012, 36.057517], [24.876164000000017, 36.05852]]
184645138	N	Taxiarchon	Ave		1300.0	1398.0	1333.0	1447.0	[[24.876164000000017, 36.05662], [24.876149000000012, 36.057517]]
184645139	N	Taxiarchon	Ave		1200.0	1298.0	1217.0	1331.0	[[24.876160000000013, 36.055704], [24.876164000000017, 36.05662]]
184645140	N	Taxiarchon	Ave		1100.0	1198.0	1101.0	1215.0	[[24.876165000000015, 36.054719999999996], [24.876160000000013, 36.055704]]
184645141	N	Taxiarchon	Ave		1000.0	1098.0	1001.0	1099.0	[[24.876165000000015, 36.05382], [24.876165000000015, 36.054719999999996]]
184645142									[[24.875912000000014, 36.053025], [24.876165000000015, 36.05382]]
184645144	N	Ermou	St		3649.0	3601.0	3698.0	3600.0	[[24.875165000000024, 36.05282], [24.875912000000014, 36.053025]]
184645145	N	Ermou	St		3599.0	3501.0	3598.0	3518.0	[[24.875912000000014, 36.053025], [24.876465000000024, 36.05282]]
184645146	N	Taxiarchon	Ave		800.0	898.0	801.0	809.0	[[24.876565000000014, 36.05192], [24.876465000000024, 36.05282]]
184645147	N	Profitou Ilia	Ave		800.0	898.0	801.0	899.0	[[24.87806500000002, 36.05192], [24.87806500000002, 36.05242]]
184645148	N	Ermou	St		3400.0	3448.0	3401.0	3449.0	[[24.879565000000014, 36.05272], [24.878765000000016, 36.05282]]
184645149	N	Mattadou	St		1234.0	1254.0	1401.0	1499.0	[[24.880765000000025, 36.05752], [24.880865000000014, 36.05852]]
184645150	N	Alamanas	St		3200.0	3298.0	3201.0	3299.0	[[24.882465000000025, 36.05852], [24.880865000000014, 36.05852]]
184645151	N	Mattadou	St		1216.0	1232.0	1301.0	1399.0	[[24.880765000000025, 36.05662], [24.880765000000025, 36.05752]]
184645153	N	Mattadou	St		1100.0	1214.0	1101.0	1299.0	[[24.880865000000014, 36.05482], [24.880765000000025, 36.05662]]
184645154	N	Agiasou	St		3200.0	3298.0	3201.0	3299.0	[[24.882465000000025, 36.056621], [24.880765000000025, 36.05662]]
184645155	N	Agentes	St		3200.0	3298.0	3201.0	3299.0	[[24.882465000000025, 36.055721], [24.881665000000012, 36.05572]]
184645161	N	Ermou	St		3314.0	3398.0	3301.0	3399.0	[[24.880765000000025, 36.052721], [24.879565000000014, 36.05272]]
184645162	N	Utanfor	St		800.0	898.0	801.0	899.0	[[24.879565000000014, 36.05192], [24.879565000000014, 36.05272]]
184645163	N	Mattadou	St		1000.0	1098.0	1001.0	1099.0	[[24.880865000000014, 36.05382], [24.880865000000014, 36.05482]]
184645164	N	Achilleos	St		3200.0	3298.0	3201.0	3299.0	[[24.882465000000025, 36.054721], [24.880865000000014, 36.05482]]
184645165	N	Mattadou	St		900.0	998.0	901.0	999.0	[[24.880765000000025, 36.052721], [24.880865000000014, 36.05382]]
184645166	N	Acera	St		3200.0	3298.0	3201.0	3299.0	[[24.881765000000016, 36.053821], [24.880865000000014, 36.05382]]
184645167	N	Ermou	St		3300.0	3312.0	3251.0	3299.0	[[24.881165000000024, 36.052721], [24.880765000000025, 36.052721]]
184645168	N	Mattadou	St		800.0	898.0	801.0	899.0	[[24.880965000000018, 36.051921], [24.881165000000024, 36.052721]]
184645169	N	Arbete	St		3200.0	3298.0	3201.0	3299.0	[[24.882537000000013, 36.064535], [24.88096400000002, 36.06452]]
184645170	N	Evzonon	St		2400.0	2498.0	2401.0	2499.0	[[24.882564000000016, 36.06362], [24.882537000000013, 36.064535]]
184645171	N	Arbete	St		3100.0	3198.0	3101.0	3199.0	[[24.884203000000014, 36.064515], [24.882537000000013, 36.064535]]
184645172	N	Evzonon	St		2250.0	2398.0	2201.0	2399.0	[[24.882570000000015, 36.06283], [24.882564000000016, 36.06362]]
184645173	N	Antoniadou	St		3100.0	3198.0	3101.0	3199.0	[[24.884165000000024, 36.06362], [24.882564000000016, 36.06362]]
184645174	N	Evzonon	St		2100.0	2248.0	2101.0	2199.0	[[24.882565000000014, 36.062219999999996], [24.882570000000015, 36.06283]]
184645175	N	Anntigonou	St		3100.0	3198.0	3101.0	3199.0	[[24.884165000000024, 36.06282], [24.882570000000015, 36.06283]]
184645176	N	Androutsou	St		3200.0	3298.0	3201.0	3299.0	[[24.882565000000014, 36.062219999999996], [24.88096400000002, 36.06202]]
184645177	N	Androutsou	St		3100.0	3198.0	3101.0	3199.0	[[24.884097000000025, 36.062197], [24.882565000000014, 36.062219999999996]]
184645178	N	Evzonon	St		2000.0	2098.0	2001.0	2099.0	[[24.88248900000002, 36.061526], [24.882565000000014, 36.062219999999996]]
184645179	N	Gounaraki	St		2400.0	2498.0	2401.0	2499.0	[[24.884165000000024, 36.06362], [24.884203000000014, 36.064515]]
184645180	N	Arbete	St		3000.0	3098.0	3001.0	3099.0	[[24.885854000000023, 36.064575], [24.884203000000014, 36.064515]]
184645181	N	Gounaraki	St		2200.0	2398.0	2201.0	2399.0	[[24.884165000000024, 36.06282], [24.884165000000024, 36.06362]]
184645182	N	Antoniadou	St		3000.0	3098.0	3001.0	3099.0	[[24.885865000000024, 36.063621], [24.884165000000024, 36.06362]]
184645183	N	Gounaraki	St		2100.0	2198.0	2101.0	2199.0	[[24.884097000000025, 36.062197], [24.884165000000024, 36.06282]]
184645184	N	Anntigonou	St		3000.0	3098.0	3001.0	3099.0	[[24.885865000000024, 36.062821], [24.884165000000024, 36.06282]]
184645185	N	Gounaraki	St		2000.0	2098.0	2001.0	2099.0	[[24.883965000000018, 36.06152], [24.884097000000025, 36.062197]]
184645186	N	Evzonon	St		1900.0	1998.0	1901.0	1999.0	[[24.882465000000025, 36.06062], [24.88248900000002, 36.061526]]
184645187	N	Amisou	St		3100.0	3198.0	3101.0	3199.0	[[24.883965000000018, 36.06152], [24.88248900000002, 36.061526]]
184645188	N	Evzonon	St		1700.0	1898.0	1701.0	1899.0	[[24.882426000000024, 36.059948], [24.882465000000025, 36.06062]]
184645189	N	Evzonon	St		1600.0	1698.0	1601.0	1699.0	[[24.882465000000025, 36.05942], [24.882426000000024, 36.059948]]
184645190	N	Alexandrias	St		3100.0	3198.0	3101.0	3199.0	[[24.883965000000018, 36.059421], [24.882465000000025, 36.05942]]
184645191	N	Evzonon	St		1500.0	1598.0	1501.0	1599.0	[[24.882465000000025, 36.05852], [24.882465000000025, 36.05942]]
184645192	N	Gounaraki	St		1900.0	1998.0	1901.0	1999.0	[[24.883965000000018, 36.060721], [24.883965000000018, 36.06152]]
184645193	N	Amisou	St		3000.0	3098.0	3001.0	3099.0	[[24.885565000000014, 36.061521], [24.883965000000018, 36.06152]]
